| STT | Tiếng Trung | Pinyin | Nghĩa Tiếng Việt |
| 1580 | 趕緊 | gǎnjǐn | nhanh, gấp gáp |
| 1581 | 趕快 | gǎnkuài | nhanh lên |
| 1582 | 敢情 | gǎnqing | thì ra; hoá ra; té ra |
| 1583 | 干涉 | gānshè | can thiệp |
| 1584 | 搞 | gǎo | làm; kiếm; tạo ra; mang; đem; trị, cạo |
| 1585 | 高階 | Gāo jiē | trình độ cao |
| 1586 | 高枕 | gāo zhěn | gối cao (để ngủ) |
| 1587 | 稿酬 | gǎochóu | tiền nhuận bút; tiền thù lao |
| 1588 | 高達八成 | gāodá bāchéng | lên đến 80% |
| 1589 | 高速公路 | gāosù gōnglù | Xa lộ; đường cao tốc |
| 1590 | 高雄 | gāoxióng | Cao Hùng |
| 1591 | 高枕無憂 | gāozhěnwúyōu | gối cao ngủ yên; vô tư; bình chân như vại |
| 1592 | 各 | gè | các; tất cả |
| 1593 | 革命 | gémìng | cách mạng |
| 1594 | 根 | gēn | rễ; rễ cây; gốc rễ; cội nguồn |
| 1595 | 根本 | gēnběn | căn bản |
| 1596 | 個人 | gèrén | Cá nhân, riêng tôi; cá nhân tôi |
| 1597 | 個體 | gètǐ | cá thể; cá nhân; đơn lẻ |
| 1598 | 各位 | Gèwèi | Các vị; mọi người |
| 1599 | 隔音 | géyīn | cách âm |
| 1600 | 共 | gòng | Cộng: tổng cộng; tổng số; gồm có |
| 1601 | 公車站 | gōngchēzh | Bến xe bus |
| 1602 | 公尺 | gōngchǐ | mét; công xích |
| 1603 | 公分 | gōngfēn | cen-ti-mét |
| 1604 | 公斤 | gōngjīn | ki-lô-gam |
| 1605 | 公克 | gōngkè | Khắc: gam (đv đo lường) |
| 1606 | 公里 | gōnglǐ | ki lô mét |
| 1607 | 公路 | gōnglù | đường cái; quốc lộ; đường ô-tô |
| 1608 | 功能 | gōngnéng | công năng |
| 1609 | 工人 | gōngrén | Công nhân |
| 1610 | 公式 | gōngshì | công thức |
| 1611 | 共同 | gòngtóng | cùng nhau, chung |
| 1612 | 共通 | gòngtōng | cộng đồng; chung; cùng |
| 1613 | 貢獻 | gòngxiàn | đóng góp, cống hiến |
| 1614 | 供應 | gōngyìng | cung ứng |
| 1615 | 勾動 | gōu dòng | đánh dấu |
| 1616 | 購物 | gòuwù | Mua sắm |
| 1617 | 構造 | gòuzào | kết cấu |
| 1618 | 古埃及 | gǔ āijí | Ai Cập cổ đại |
| 1619 | 故步自封 | gù bùzì fēng | bảo thủ; giậm chân tại chỗ |
| 1620 | 寡 | guǎ | góa bụa, quả phụ; goá; goá chồng; ít; hẹp; hạn hẹp |
| 1621 | 刮 | guā | cạo; đánh; gọt; róc; nạo vét |
| 1622 | 寡言 | guǎ yán | trầm mặc, ít lời; ít nói; kiệm lời |
| 1623 | 怪 | guài | kỳ quái; quái dị; quái gở; quái đản; quái lạ |
| 1624 | 怪怪 | guài guài | lạ lùng, lạ lạ |
| 1625 | 怪氣 | guài qì | Kỳ quặc |
| 1626 | 乖乖 | guāiguāi | ngoan ngoãn |
| 1627 | 官兵 | guānbīng | quan binh |
| 1628 | 觀察 | guānchá | quan sát |
| 1629 | 廣播 | guăngbō | phát tin, phát thanh |
| 1630 | 逛街 | Guàngjiē | dạo phố |
| 1631 | 廣闊 | guǎngkuò | rộng lớn |
| 1632 | 關鍵 | guānjiàn | quan trọng; mấu chốt; chủ chốt |
| 1633 | 冠軍 | guànjūn | quán quân |
| 1634 | 關於 | Guānyú | Về, về (cái gì đó)…. |
| 1635 | 官員 | guānyuán | quan chức, cán bộ |
| 1636 | 管制 | guǎnzhì | điều khiển |
| 1637 | 孤單 | gūdān | cô đơn |
| 1638 | 固定 | gùdìng | cố định |
| 1639 | 古董 | gǔdǒng | đồ cổ |
| 1640 | 古怪 | gǔguài | cố quái |
| 1641 | 鬼 | guǐ | bóng ma，quỷ, con quỷ |
| 1642 | 規律 | guīlǜ | pháp luật, quy luật |
| 1643 | 規模 | guīmó | quy mô |
| 1644 | 貴姓 | guìxìng | Quý danh (quý họ) |
| 1645 | 鼓勵 | gǔlì | khuyến khích, khích lệ |
| 1646 | 孤立 | gūlì | cô lập |
| 1647 | 過分 | guòfèn | gúa phần, quá đáng |
| 1648 | 國際 | guójì | tính quốc tế |
| 1649 | 國家 | guójiā | Quốc gia |
| 1650 | 果醬 | guǒjiàng | mứt |
| 1651 | 過敏 | guòmǐn | dị ứng |
| 1652 | 國王 | guówáng | quốc vương |
| 1653 | 鍋子 | guōzi | cái nồi |
| 1654 | 股票 | gǔpiào | Cổ phần; cổ phiếu |
| 1655 | 鼓舞 | gǔwǔ | cổ vũ |
| 1656 | 固執 | gùzhí | cố chấp |
| 1657 | 海鬣蜥 | hǎi liè xī | kỳ nhông biển |
| 1658 | 海產 | hǎichǎn | Hải sản |
| 1659 | 海綿 | hǎimián | Miếng xốp rửa chén; bọt biển |
| 1660 | 海灘 | hǎitān | bãi biển |
| 1661 | 海外 | hǎiwài | Hải ngoại |
| 1662 | 海洋 | hăiyáng | Hải dương |
| 1663 | 函件 | Hánjiàn | hư |
| 1664 | 好處 | hăochù | Có lợi, có ích |
| 1665 | 好幾 | hǎojǐ | một số |
| 1666 | 好久 | hăojiŭ | lâu; lâu lắm; rất lâu |
| 1667 | 好久不見 | hăojiŭbújiàn | Lây rồi không gặp |
| 1668 | 好了 | hăole | Tốt rồi |
| 1669 | 好聽 | hăotīng | Dễ nghe, êm tai |
| 1670 | 好些 | hăoxiē | nhiều; rất nhiều |
| 1671 | 和 | hé | Hòa: hòa bình; Và (liên từ) |
| 1672 | 盒 | hé | hộp; cái hộp; cặp lồng |
| 1673 | 黑暗 | hēi'àn | thối nát; lạc hậu; hủ bại; hắc ám; đen tối |
| 1674 | 黑洞 | hēidòng | hố đen |
| 1675 | 荷蘭 | hélán | nước Hà Lan |
| 1676 | 很長 | hěn zháng | rất dài |
| 1677 | 衡量 | héngliáng | so sánh; so đo; cân nhắc; đánh giá; nhận định |
| 1678 | 很久 | hěnjiǔ | thời gian dài, lâu rồi |
| 1679 | 合適 | héshì | thích hợp |
| 1680 | 盒子 | hézi | hộp; cái hộp |
| 1681 | 合作 | hézuò | hợp tác |
| 1682 | 洪 | hóng | lụt, hồng, họ hồng |
| 1683 | 後果 | hòuguǒ | hậu quả |
| 1684 | 後悔 | hòuhuǐ | hối tiếc, hối hận |
| 1685 | 後面 | hòumiàn | phía sau; mặt sau; đằng sau |
| 1686 | 後天 | hòutiān | ngày kia; ngày mốt |
| 1687 | 呼呼 | hū hū | vù vù; ào ào |
| 1688 | 滑 | huá | trượt; trơn; nhẵn; trơn bóng; không ráp |
| 1689 | 懷孕 | huáiyùn | mang thai |
| 1690 | 環保 | huánbǎo | bảo vệ môi trường |
| 1691 | 歡樂 | huānlè | vui sướng |
| 1692 | 幻想 | Huànxiǎng | ảo tưởng; giả tưởng; hoang tưởng |
| 1693 | 恢復 | huīfù | hồi phục |
| 1694 | 回國 | huíguó | Về nước; hồi quốc |
| 1695 | 會話 | huìhuà | cuộc hội thoại |
| 1696 | 回來 | huílái | Trở lại, quay lại |
| 1697 | 灰心 | huīxīn | chán nản |
| 1698 | 會議 | huìyì | Cuộc họp |
| 1699 | 會員 | huìyuán | thành viên |
| 1700 | 會員卡 | huìyuán kǎ | thẻ thành viên |
| 1701 | 忽略 | hūlüè | không chú ý; không lưu ý; sơ hở; chểnh mảng; lơ là |
| 1702 | 混 | hùn | pha trộn |
| 1703 | 昏倒 | hūndǎo | hôn mê, hôn đảo |
| 1704 | 婚姻 | hūnyīn | hôn nhân |
| 1705 | 獲 | huò | thắng, được; giành được; giành; thu được, thu hoạch |
| 1706 | 禍 | huò | thảm họa |
| 1707 | 獲得 | huòdé | nhận được, thu được |
| 1708 | 火鍋 | huǒguō | Lẩu |
| 1709 | 火腿 | huǒtuǐ | chân giò hun khói |
| 1710 | 忽然 | hūrán | đột nhiên |
| 1711 | 忽視 | hūshì | xem nhẹ; coi nhẹ; lơ là; chểnh mảng; khinh thường |
| 1712 | 護衛 | hùwèi | hộ vệ; bảo vệ |
| 1713 | 互相 | hùxiāng | tương hỗ; lẫn nhau; với nhau |
| 1714 | 急 | jí | Cấp: gấp; vội; nôn nóng; sốt ruột |
| 1715 | 極 | jí | Cực: đỉnh điểm; điểm cực cao; cực điểm; đỉnh cao |
| 1716 | 劑 | jì | tễ thuốc; chế tễ thuốc; thuốc; dược phẩm |
| 1717 | 擠 | jǐ | chen chúc; dồn đống |
| 1718 | 雞 | jī | Kê: gà, con gà |
| 1719 | 集點卡 | jí diǎn kǎ | thẻ tích điểm |
| 1720 | 極快 | jí kuài | cực nhanh |
| 1721 | 極少 | jí shǎo | hiếm khi; cực ít |
| 1722 | 緝兇 | jī xiōng | bắt giữ |
| 1723 | 激湧 | jī yǒng | dâng trào |
| 1724 | 假 | jià | Giả: Giả dối, không thật |
| 1725 | 架 | jià | Giá: cái giá; cái khung |
| 1726 | 見 | jiàn | Nhìn thấy, kiến, gặp |
| 1727 | 簡 | jiǎn | Giản: họ giản: đơn giản, ngắn gọn |
| 1728 | 堅持 | jiānchí | kiên trì |
| 1729 | 降低 | jiàngdī | giảm bớt |
| 1730 | 講價 | jiǎngjià | mặc cả |
| 1731 | 獎金 | jiǎngjīn | thưởng |
| 1732 | 講究 | jiǎngjiù | chú ý; coi trọng; chú trọng; xem trọng |
| 1733 | 將來 | jiānglái | tương lai |
| 1734 | 獎學金 | jiǎngxuéjīn | học bổng |
| 1735 | 醬油 | jiàngyóu | nước tương; xì dầu; tàu vị yểu |
| 1736 | 堅決 | jiānjué | kiên quyết; cương quyết |
| 1737 | 堅強 | jiānqiáng | kiên cường; kiên quyết, cũng cố |
| 1738 | 減輕 | jiǎnqīng | giảm bớt |
| 1739 | 建設 | jiànshè | xây dựng; kiến thiết; xây cất; lập nên (quốc gia, tập thể) |
| 1740 | 簡直 | jiǎnzhí | đơn giản |
| 1741 | 較 | jiào | so sánh; đọ; so với; khá; tương đối |
| 1742 | 繳 | jiǎo | chi trả, nộp |
| 1743 | 繳稅 | jiǎo shuì | nộp thuế |
| 1744 | 教導 | jiàodǎo | giáo dục; chỉ bảo; dạy dỗ; dạy bảo |
| 1745 | 角度 | jiǎodù | góc độ |
| 1746 | 交往 | jiāowǎng | quan hệ qua lại; giao du; đi lại |
| 1747 | 教育 | jiàoyù | Giáo dục |
| 1748 | 餃子 | jiăozi | Bánh sủi cảo |
| 1749 | 叫做 | jiàozuò | là; gọi là; tên là |
| 1750 | 價錢 | jiàqián | giá cả |
| 1751 | 假設 | jiǎshè | giả định |
| 1752 | 駕駛 | jiàshǐ | lái xe |
| 1753 | 枷鎖 | Jiāsuǒ | gông xiềng; gông cùm; xiềng xích |
| 1754 | 架子 | jiàzi | cái kệ |
| 1755 | 疾病 | jíbìng | bệnh; bệnh tật; đau ốm |
| 1756 | 機車 | jīchē | đầu máy; đầu tàu (xe lửa) |
| 1757 | 雞蛋 | jīdàn | Trứng gà |
| 1758 | 記得 | jìdé | nhớ; nhớ lại; còn nhớ; nhớ được |
| 1759 | 節 | jié | Tiết: họ Tiết: Đoạn, tiết, mùa, lễ tết; tiết kiệm |
| 1760 | 結帳 | jié zhàng | thanh toán |
| 1761 | 結伴 | jiébàn | kết bạn; kết giao |
| 1762 | 接觸 | jiēchù | tiếp xúc |
| 1763 | 階段 | jiēduàn | giai đoạn, trình tự |
| 1764 | 結構 | jiégòu | kết cấu |
| 1765 | 結合 | jiéhé | kết hợp |
| 1766 | 結局 | jiéjú | kết thúc |
| 1767 | 姊妹 | jiěmèi | Tỷ muội; chị em gái |
| 1768 | 解釋 | jiěshì | giải thích; giảng giải; giải nghĩa |
| 1769 | 接受 | jiēshòu | tiếp thu; nhận; chịu; tiếp nhận; chấp nhận; đồng ý |
| 1770 | 街頭奔走 | jiētóu bēnzǒu | chạy khắp phố phường |
| 1771 | 接著 | jiēzhe | đón; đỡ lấy; đón lấy; bắt lấy; chụp lấy |
| 1772 | 戒指 | jièzhǐ | nhẫn |
| 1773 | 積極 | jījí | tích cực |
| 1774 | 集結 | jíjié | tập kết; tụ lại; tụ tập |
| 1775 | 寂靜 | jìjìng | im lặng |
| 1776 | 極了 | jíle | vô cùng, đỉnh điểm; điểm cực cao; cực điểm; đỉnh cao |
| 1777 | 激烈 | jīliè | mạnh mẽ |
| 1778 | 記錄 | jìlù | Ghi lại |
| 1779 | 寂寞 | jìmò | cô đơn lạnh lẽo; cô quạnh |
| 1780 | 僅 | jǐn | vẻn vẹn; chỉ |
| 1781 | 盡 | jǐn | cực; hết sức; vô cùng; tận cùng; cực điểm |
| 1782 | 緊 | jǐn | chặt, xiết; thắt; vặn |
| 1783 | 金 | jīn | Kim: Kim loại, tiền, vàng: Họ Kim |
| 1784 | 金額 | jīn é | kim ngạch |
| 1785 | 驚 | jīng | kinh sợ; kinh hãi; hoảng sợ; kinh; hoảng; sợ |
| 1786 | 經 | jīng | Kinh: Họ Kinh:, kinh điển, thường xuyên; vẫn như thường lệ |
| 1787 | 敬愛 | jìng ài | Thân mến |
| 1788 | 景觀 | jǐngguān | cảnh quan |
| 1789 | 經過 | jīngguò | kinh qua; trải qua; đi qua |
| 1790 | 競技場鬥 | jìngjì chǎng dòu | đấu trường |
| 1791 | 經歷 | jīnglì | kinh nghiệm |
| 1792 | 精神 | jīngshén | Tinh thần |
| 1793 | 靜態 | jìngtài | trạng thái tĩnh |
| 1794 | 儘管 | jǐnguǎn | mặc dù |
| 1795 | 驚喜 | jīngxǐ | kinh ngạc vui mừng; ngạc nhiên mừng rỡ |
| 1796 | 競選 | jìngxuǎn | tranh cử; vận động bầu cử |
| 1797 | 驚訝 | jīngyà | ngạc nhiên |
| 1798 | 經營 | jīngyíng | kinh doanh |
| 1799 | 精緻 | jīngzhì | tinh xảo; đẹp đẽ; tinh tế; khéo léo (chế tạo) |
| 1800 | 紀念 | jìniàn | kỷ niệm |
| 1801 | 進口 | jìnkǒu | nhập khẩu |
| 1802 | 盡快 | jǐnkuài | càng sớm càng tốt, nhanh nhanh lên |
| 1803 | 金融 | jīnróng | tài chính |
| 1804 | 進行 | jìnxíng | tiến hành; làm |
| 1805 | 機器 | jīqì | cơ khí; máy móc |
| 1806 | 技巧 | jìqiǎo | Kỹ năng |
| 1807 | 即使 | jíshǐ | mặc dù, cho dù; dù cho |
| 1808 | 計算 | jìsuàn | tính toán |
| 1809 | 集團 | jítuán | tập đoàn |
| 1810 | 救 | jiù | cứu |
| 1811 | 究竟 | jiùjìng | kết quả; thành quả; kết cục; phần cuối |
| 1812 | 就算 | jiùsuàn | cho dù; dù |
| 1813 | 救星 | jiùxīng | cứu tinh |
| 1814 | 記憶 | jìyì | ký ức |
| 1815 | 集中 | jízhōng | tập trung |
| 1816 | 巨 | jù | lớn; to; rất lớn; to lớn; khổng lồ; kếch sù; đồ sộ |
| 1817 | 句 | jù | Câu; câu từ |
| 1818 | 舉 | jǔ | giơ; giương; cử; nâng; đưa lên |
| 1819 | 捐 | juān | quyên tặng |
| 1820 | 捐款 | juānkuǎn | quyên tiền; quyên góp tiền; tặng; cúng; hiến |
| 1821 | 捐血 | Juānxuè | hiến máu |
| 1822 | 舉辦 | jǔbàn | tổ chức |
| 1823 | 具備 | jùbèi | có; đầy đủ; có đủ; có sẵn |
| 1824 | 鉅額 | jùé | lượng lớn |
| 1825 | 絕美 | jué měi | tuyệt mỹ |
| 1826 | 絕對 | juéduì | tuyệt đối |
| 1827 | 決賽 | juésài | trận chung kết |
| 1828 | 角色 | juésè | kiểu người; loại người; mẫu người |
| 1829 | 距離 | jùlí | khoảng cách |
| 1830 | 劇烈 | jùliè | nghiêm trọng |
| 1831 | 劇情 | jùqíng | kịch bản, ội dung vở kịch; tình tiết vở kịch |
| 1832 | 沮喪 | jǔsàng | trầm cảm, ủ rũ; chán; chán nản; uể oải |
| 1833 | 舉行 | jŭxíng | Cử hành: tiến hành; tổ chức (hội họp, thi đấu) |
| 1834 | 舉止 | jǔzhǐ | cử chỉ; cách ăn ở; cách cư xử; phong thái |
| 1835 | 橘子 | júzi | quả quýt; quýt |
| 1836 | 卡車 | kăchē | xe tải; xe cam nhông; xe chở hàng |
| 1837 | 開放 | kāifàng | mở, cởi mở, lạc quan |
| 1838 | 開花 | kāihuā | Nở hoa, trổ bông |
| 1839 | 開朗 | kāilǎng | vui vẻ, thoải mái, cởi mở |
| 1840 | 開拓 | kāità | khai thác |
| 1841 | 開玩笑 | kāiwánxiào | câu nói đùa, đùa |
| 1842 | 抗爭 | kàngzhēng | đấu tranh |
| 1843 | 靠 | kào | Phụ thuộc vào, dựa vào |
| 1844 | 考 | kăo | Khảo: thi, thi cử |
| 1845 | 考古 | kǎogǔ | khảo cổ học |
| 1846 | 考慮 | kǎolǜ | suy xét, cân nhắc |
| 1847 | 克 | kè | Khắc: khắc phục; khắc; khắc chế; kềm chế |
| 1848 | 刻 | kè | Khắc: khắc; chạm trổ; thời gian (15 phút) |
| 1849 | 可 | kě | Khả: Họ khả: được, có thể, đồng ý; bằng lòng |
| 1850 | 克服 | kèfú | khắc phục |
| 1851 | 客戶 | kèhù | khách hàng |
| 1852 | 肯 | kěn | Khẳng: đồng ý; tán thành; khứng chịu |
| 1853 | 肯定 | kěndìng | khẳng định |
| 1854 | 渴望 | kěwàng | khát vọng; khát khao; tha thiết; ao ước; mong ngóng |
| 1855 | 課文 | kèwén | Bài khóa, bài văn |
| 1856 | 恐怖 | kǒngbù | sợ, khủng bố |
| 1857 | 空間 | kōngjiān | Không gian |
| 1858 | 口袋 | kǒudài | túi áo; túi |
| 1859 | 口氣 | kǒuqì | khẩu khí |
| 1860 | 跨年 | kuà nián | giao thừa |
| 1861 | 跨國 | kuàguó | xuyên quốc gia |
| 1862 | 快到 | kuài dào | gần đến |
| 1863 | 快樂 | kuàilè | Khoái lạc: vui vẻ; sung sướng; hạnh phúc; may mắn |
| 1864 | 快速 | kuàisù | nhanh, tốc độ nhanh |
| 1865 | 快速約會 | kuàisù yuēhuì | hẹn hò tốc độ |
| 1866 | 快要 | kuàiyào | sắp; định; gần; suýt。 |
| 1867 | 狂奔 | kuángbēn | cuồn cuộn; phi nước đại; băng băng; |
| 1868 | 誇張 | kuāzhāng | nói quá. Khoa trương |
| 1869 | 虧 | kuī | thiệt thòi; lỗ vốn; thua lỗ |
| 1870 | 苦命 | kǔmìng | khổ mệnh; mệnh khổ |
| 1871 | 困難 | kùnnán | khó khăn |
| 1872 | 擴大 | kuòdà | mở rộng |
| 1873 | 哭泣 | kūqì | khóc thút thít; nỉ non |
| 1874 | 啦 | la | đấy; nhé; nhá; à |
| 1875 | 辣 | là | cay, ớt |
| 1876 | 浪費 | làngfèi | lãng phí |
| 1877 | 浪漫 | làngmàn | lãng mạn |
| 1878 | 攔截 | lánjié | chặn đường, cản đường |
| 1879 | 籃子 | lánzi | cái lán, giỏ xách |
| 1880 | 嘮叨 | láo dāo | cằn nhằn; lải nhải |
| 1881 | 牢籠 | láolóng | cái lồng |
| 1882 | 老人 | lăorén | Người già, cụ già |
| 1883 | 樂觀 | lèguān | lạc quan |
| 1884 | 雷 | léi | sấm sét |
| 1885 | 淚水 | lèishuǐ | giọt nước mắt |
| 1886 | 類似 | lèisì | tương tự; giống; na ná |
| 1887 | 冷敷 | lěngfū | chườm lạnh; chườm nước đá |
| 1888 | 力 | lì | Lực |
| 1889 | 倆 | liǎ | cả hai (người) |
| 1890 | 連 | lián | Liên, họ liên: gắn bó, nối liền, liên kết |
| 1891 | 連帶 | liándài | liên quan; liên đới |
| 1892 | 亮相 | liàngxiàng | ra mắt; công diễn; biểu diễn |
| 1893 | 連續劇 | liánxùjù | phim bộ; phim nhiều tập |
| 1894 | 了不起 | liǎobùqǐ | tuyệt vời, giỏi lắm; khá lắm; tài ba |
| 1895 | 料理 | liàolǐ | sắp xếp; xử lí |
| 1896 | 禮拜天 | Lǐbài tiān | chủ nhật |
| 1897 | 禮拜日 | lǐbàirì | Ngày chủ nhật |
| 1898 | 裡邊 | lǐbiān | Trong (thời gian, không gian, phạm vi) |
| 1899 | 鬣蜥 | liè xī | Kỳ nhông |
| 1900 | 劣勢 | lièshì | điều bất lợi; hoàn cảnh xấu; tình thế xấu |
| 1901 | 厲害 | lìhài | lợi hại; kịch liệt; gay gắt |
| 1902 | 離婚 | líhūn | ly hôn |
| 1903 | 立刻 | lìkè | Lập tức, ngay lập tức |
| 1904 | 臨床 | línchuáng | lâm sàng |
| 1905 | 鈴 | líng | chuông |
| 1906 | 靈 | líng | linh; linh hoạt; tinh thần; linh hồn; tâm linh |
| 1907 | 領 | lǐng | Lĩnh: Lãnh, nhận; tiếp nhận |
| 1908 | 靈丹 | líng dān | linh đơn |
| 1909 | 凌晨 | Língchén | buổi sáng |
| 1910 | 零錢 | língqián | Tiền lẻ |
| 1911 | 領養 | lǐngyǎng | nhận nuôi |
| 1912 | 領域 | lǐngyù | lĩnh vực |
| 1913 | 例如 | lìrú | Ví dụ |
| 1914 | 利潤 | lìrùn | lợi nhuận |
| 1915 | 禮數 | lǐshù | lễ phép; lễ nghi; lễ độ |
| 1916 | 溜 | liū | trượt, chuồn mất, lặn mất |
| 1917 | 流竄 | liúcuàn | lẻn; lẻn lút; chạy trốn t |
| 1918 | 流利 | liúlì | lưu loát |
| 1919 | 流氓 | liúmáng | lưu manh |
| 1920 | 流沙 | liúshā | cát lún; cát chảy |
| 1921 | 流星 | liúxīng | sao băng; lưu tinh |
| 1922 | 留意 | liúyì | lưu ý |
| 1923 | 理想 | lǐxiǎng | lý tưởng |
| 1924 | 利益 | lìyì | Lợi ích |
| 1925 | 勵志 | lìzhì | dốc lòng; chuyên tâm; miệt mài; chăm chỉ |
| 1926 | 錄 | lù | Lục: ghi chép; sao lục; sổ sách |
| 1927 | 路 | lù | Lộ: họ Lộ: đường xá; đường; lộ trình; mạch |
| 1928 | 路徑 | lùjìng | đường đi; lối đi |
| 1929 | 履歷 | lǚlì | sơ yếu lý lịch |
| 1930 | 羅 | luō | Họ La |
| 1931 | 錄取 | lùqǔ | nhận vào |
| 1932 | 露營 | lùyíng | đi dã ngoại; cắm trại |
| 1933 | 錄影 | lùyǐng | ghi hình, quay video |
| 1934 | 嘛 | ma | đi; mà。 |
| 1935 | 罵 | mà | Mạ: chửi, mắng, chửi rủa |
| 1936 | 脈動 | màidòng | nhịp đập; sự đập; rung động; sự rung |
| 1937 | 馬鈴薯 | mǎlíngshǔ | khoai tây |
| 1938 | 馬路 | mălù | đường cái; đường sá; đường ô-tô |
| 1939 | 蠻高 | mán gāo | Kha cao, tương đối cao |
| 1940 | 忙碌 | mánglù | bận rộn; bận bịu |
| 1941 | 盲目 | mángmù | một cách mù quáng |
| 1942 | 慢用 | mànyòng | Chậm sử dụng; dùng từ từ |
| 1943 | 滿月 | mǎnyuè | đầy tháng |
| 1944 | 滿足 | mǎnzú | thỏa mãn, mãn nguyện |
| 1945 | 毛病 | máobìng | tâm bệnh; tật |
| 1946 | 矛盾 | máodùn | mâu thuẫn nhau; đối lập nhau |
| 1947 | 冒險 | màoxiǎn | mạo hiểm |
| 1948 | 貿易 | màoyì | thương mại |
| 1949 | 美 | měi | Mỹ: đẹp; duyên dáng; xinh đẹp; nước mỹ |
| 1950 | 沒錯 | méicuò | Không sai |
| 1951 | 沒什麼 | méishéme | không sao; không việc gì; không hề gì |
| 1952 | 沒意思 | méiyìsi | Ko ý nghĩa, nhạt nhẽo, nhàm chán |
| 1953 | 沒用 | méiyòng | Không tác dụng |
| 1954 | 夢 | mèng | Mộng: mơ, giấc mơ |
| 1955 | 猛烈 | měngliè | hung bạo; mãnh liệt |
| 1956 | 面 | miàn | Diện: mặt; nét mặt; bột。 |
| 1957 | 緬甸 | miǎndiàn | Myanma |
| 1958 | 面臨 | miànlín | đối mặt; đứng trước; gặp phải |
| 1959 | 勉強 | miǎnqiáng | miễn cưỡng |
| 1960 | 秒 | miǎo | giây |
